origin;destination;waypointsLong;waypointsLat
1;1;7.078784450714286 7.0817841 7.0900716 7.099076299999999 7.107835499999999 7.116634299999999 7.1264644 7.135230900000001 7.144117999999999 7.153247 7.1626728 7.172517900000001 7.1835071 7.195010099999999 7.2052855 7.215262200000001 7.2187586999999995 7.2180727 7.2130651 7.2066254 7.1980238 7.189331500000001 7.1830286999999995 7.177147200000001 7.16707 7.1577910000000005 7.1487507 7.1382086 7.1292862999999995 7.120049000000001 7.1130516 7.1025539 7.0779785 7.0767042 7.074863499999999 7.0703475000000005 7.069003100000001 7.0679686 7.0657467 7.066457499999999 7.0676152000000005 7.0689384 7.0706989 7.0728072 7.076919900000001 7.0759506 7.078272500000001 7.078784450714286;46.10734969119047 46.10860220000001 46.108540999999995 46.112934700000004 46.117123 46.1213956 46.1261076 46.130334999999995 46.1346171 46.1389706 46.1434702 46.14822879999999 46.153479700000005 46.1590487 46.1639419 46.168718299999995 46.173043299999996 46.1782402 46.1844433 46.1849839 46.1791735 46.173879799999995 46.1685146 46.163231200000006 46.160022600000005 46.157134899999996 46.1538588 46.1493903 46.1455757 46.14012520000001 46.1347914 46.1308682 46.1064799 46.1043783 46.10287279999999 46.098651700000005 46.0968865 46.0954724 46.0927474 46.09347929999999 46.0948981 46.0967744 46.098895299999995 46.1012702 46.105441799999994 46.1036281 46.105273100000005 46.10734969119047
1;1;7.078784450714286 7.081133400000001 7.0948729 7.1228935 7.166479700000001 7.181367999999999 7.223782400000001 7.218151600000001 7.215046000000001 7.226247900000001 7.2475160999999995 7.2463379 7.245572599999999 7.2520882 7.2559186 7.2609726 7.2506395 7.252791 7.2729307 7.2918018 7.3005781 7.3009187 7.270098399999999 7.2278750999999986 7.2211908 7.214488 7.1333587 7.0759023 7.078784450714286;46.10734969119047 46.1083954 46.1108384 46.12434879999999 46.145486 46.1524979 46.167606400000004 46.1563793 46.1497347 46.159513399999994 46.1556881 46.158627 46.1612006 46.1537211 46.1530068 46.1500354 46.1649468 46.1677181 46.1751312 46.1802849 46.1938477 46.2029899 46.193616600000006 46.175582899999995 46.170983500000006 46.1725499 46.1354984 46.1067748 46.10734969119047
1;1;7.078784450714286 7.078784450714286;46.10734969119047 46.10734969119047
1;1;7.078784450714286 7.082778299999999 7.0995353 7.3123189 7.371687700000001 7.3866978 7.3983381999999995 7.401994599999999 7.404997200000001 7.4038845 7.401635400000001 7.397534299999999 7.4008867 7.441453599999999 7.4843039000000005 7.495862799999999 7.4977106 7.5063337 7.508726400000001 7.508336999999999 7.515662700000001 7.518183500000001 7.5156597000000005 7.5139892999999995 7.5124645 7.513169199999999 7.5139788 7.509850900000001 7.504390299999999 7.5007440999999995 7.4996125 7.4809772 7.4514621 7.4237054 7.3915205 7.4046292000000005 7.405404400000001 7.404378299999999 7.397526200000001 7.403423399999999 7.3861719 7.3627636 7.174258099999999 7.0776568 7.0702482 7.0642462 7.061318300000001 7.054843300000001 7.0528149 7.0520705 7.0499016 7.047322900000001 7.0449155 7.042655900000001 7.0409739 7.039497 7.0377715 7.0354049 7.0341315 7.0323009999999995 7.030587400000001 7.030065700000001 7.028275099999999 7.0257823 7.025274799999999 7.0258287 7.0236541 7.0213944 7.0199274 7.0184788000000005 7.017053999999999 7.0156562000000005 7.013023 7.0108383000000005 7.0074 7.0041053 7.0050524 7.020490700000001 7.0231285 7.0277034 7.0449738 7.0615916 7.054955499999999 7.0665245 7.069225599999999 7.078784450714286;46.10734969119047 46.1100541 46.115604499999996 46.213216700000004 46.227646500000006 46.226008 46.212446500000006 46.200922 46.1829811 46.184920500000004 46.2024691 46.2116081 46.20770770000001 46.1596189 46.1213775 46.1128059 46.111739899999996 46.095985 46.0854463 46.08121729999999 46.0942771 46.0857121 46.0975633 46.100269 46.106594799999996 46.1058621 46.1000935 46.08092429999999 46.0994262 46.1083973 46.112074299999996 46.126078899999996 46.1540772 46.1705209 46.1549375 46.182118100000004 46.18057460000001 46.181615 46.209643 46.2171218 46.2271423 46.2237857 46.157104499999996 46.1063146 46.1029484 46.0966735 46.0906321 46.0882423 46.0854494 46.0831357 46.0815578 46.082114700000005 46.08112379999999 46.0813674 46.0813082 46.0792541 46.0788344 46.078318100000004 46.0755516 46.0730559 46.0733385 46.0762284 46.074228600000005 46.0714054 46.070529 46.0742549 46.0714552 46.0684069 46.0655676 46.065125099999996 46.0642653 46.064018 46.062092 46.0615374 46.0602393 46.059309999999996 46.0601587 46.0755946 46.070844 46.0734254 46.088551 46.1014351 46.0881109 46.0936042 46.102292999999996 46.10734969119047
1;1;7.078784450714286 7.078784450714286;46.10734969119047 46.10734969119047
1;1;7.078784450714286 7.0803136 7.216773299999999 7.221213499999999 7.2196314 7.204235000000001 7.178009299999999 7.1607164999999995 7.131346799999999 7.109578 7.083271300000001 7.0781267 7.074175299999999 7.0669209 7.0612105 7.060670200000001 7.0549372 7.055395799999999 7.057873599999999 7.059469 7.0628269 7.0629932 7.060171700000001 7.055988 7.052878999999999 7.049799799999999 7.0457160000000005 7.0430368 7.0399357 7.0367937000000005 7.033027400000001 7.031536 7.028457400000001 7.0270865 7.025234599999999 7.0250784 7.025819500000001 7.0237324999999995 7.0218300000000005 7.019957300000001 7.020419500000001 7.0218807 7.0208770000000005 7.0205951 7.017566499999999 7.015080800000001 7.011177900000001 7.005708500000001 7.0014461 7.002542999999999 7.021132400000001 7.024316099999999 7.028637 7.0442648000000005 7.0643687 7.056346799999999 7.0611372 7.068950099999999 7.0713519 7.078784450714286;46.10734969119047 46.1079266 46.1694692 46.171187100000004 46.1709251 46.1635099 46.150913 46.1425914 46.128513 46.1180896 46.1084506 46.10667670000001 46.1041547 46.09954929999999 46.0940476 46.0888613 46.089141299999994 46.0919505 46.0949453 46.0977071 46.1015328 46.1026576 46.1004047 46.098443599999996 46.095146500000006 46.092490399999996 46.0898223 46.0867844 46.08411029999999 46.08125020000001 46.0806216 46.0778106 46.0755006 46.073055 46.0700171 46.071101399999996 46.073605799999996 46.0720169 46.0690679 46.0659673 46.0687735 46.0718855 46.0756056 46.072266299999995 46.069189 46.0657789 46.0627749 46.060444 46.0578762 46.0588786 46.0741716 46.073256 46.075501700000004 46.0876851 46.103623799999994 46.0930842 46.088598 46.096683500000005 46.1028234 46.10734969119047
1;1;7.078784450714286 7.078784450714286;46.10734969119047 46.10734969119047
1;1;7.078784450714286 7.078784450714286;46.10734969119047 46.10734969119047
1;5;7.078784450714286 7.0720246 7.062280400000001 7.0549726999999995 7.048754300000001 7.0440643 7.0358659 7.0303586 7.030688700000001 7.0300655 7.0256424 7.023503 7.0288397 7.0278507 7.0235239 7.0114815 7.006299799999999 7.0072467000000005 7.004251700000001 7.002430099999999 7.0021989 7.0029476 7.0006743 6.9974226999999996 6.9945841 6.9914648 6.9868203 6.983891099999999 6.9748866 6.965809200000001 6.9580921 6.954116900000001 6.955056 6.9562364 6.946946499999999 6.9430976 6.934246099999999 6.9313306 6.926797200000001 6.9238658 6.924761900000001 6.920961999999999 6.9224929 6.927992 6.931115299999999 6.928366400000001 6.9230026 6.912710000000001 6.912132499999999 6.9101235 6.913436099999999 6.914689200000001 6.9154463 6.912963900000001 6.909822610000001;46.10734969119047 46.10652520000001 46.1114292 46.1177955 46.124385 46.130584000000006 46.13852429999999 46.144983399999994 46.151792799999996 46.158976 46.1661559 46.1730468 46.180449100000004 46.186807200000004 46.1939553 46.204269700000005 46.20967879999999 46.2193624 46.2264203 46.234651799999995 46.242732000000004 46.250068299999995 46.257468700000004 46.263796899999996 46.2712786 46.282103899999996 46.2917662 46.297736799999996 46.3025589 46.306393 46.3130887 46.3198875 46.3248203 46.3289205 46.335722499999996 46.343849 46.350275399999994 46.358063 46.364782299999995 46.372157 46.3799364 46.387964600000004 46.3960601 46.402667799999996 46.4108488 46.4188143 46.4267018 46.4317174 46.435974200000004 46.439463200000006 46.4371656 46.4375289 46.440332899999994 46.4427143 46.44309771
5;5;6.909822610000001 6.8511893 6.7683682 6.7635592 6.761307700000001 6.759268400000001 6.7561605 6.7611493000000005 6.7636277 6.7683675 6.771857000000001 6.7741879 6.7757712 6.7771696 6.7803015 6.7835227 6.7852924 6.7944897 6.7973911 6.8020841 6.8057228 6.818342200000001 6.823580099999999 6.826676400000001 6.8298358 6.8319529999999995 6.835099499999999 6.8368167 6.842259299999999 6.843926700000001 6.8380793 6.8160929 6.7881348 6.7659092 6.872969400000001 6.909822610000001;46.44309771 46.476487799999994 46.4944756 46.4921279 46.4909744 46.4909633 46.4902979 46.4861955 46.485099600000005 46.483410299999996 46.4813775 46.4822881 46.4812971 46.4774612 46.4771902 46.4757304 46.4753625 46.474169599999996 46.4735339 46.473867999999996 46.47376 46.473417 46.4731623 46.4732597 46.472596 46.47270770000001 46.469220899999996 46.46771210000001 46.463880100000004 46.4629227 46.4664372 46.4727692 46.4788018 46.4937318 46.4668108 46.44309771
