origin;destination;waypointsLong;waypointsLat
2;3;8.498945635487624 8.4974524 8.500933999999999 8.5023398 8.507219726194768;47.42113790083078 47.418605799999995 47.4105728 47.4085763 47.408456757483904
3;3;8.507219726194768 8.507219726194768;47.408456757483904 47.408456757483904
3;4;8.507219726194768 8.506674499999999 8.5024207 8.5033749 8.5047539 8.5060217 8.5069275 8.507608512037038;47.408456757483904 47.4109335 47.415442600000006 47.4167883 47.417757 47.4189352 47.419206700000004 47.42004051759259
4;2;8.507608512037038 8.5039963 8.5019817 8.5007241 8.498945635487624;47.42004051759259 47.420081700000004 47.4213545 47.421091600000004 47.42113790083078
2;2;8.498945635487624 8.498945635487624;47.42113790083078 47.42113790083078
2;1;8.498945635487624 8.4973671 8.4917335 8.483186199999999 8.4739664 8.459383 8.4595632 8.4640024 8.464655266363637;47.42113790083078 47.4186334 47.4124445 47.4168517 47.4132176 47.4063191 47.401718200000005 47.3959383 47.39265519772728
1;12;8.464655266363637 8.464433099999999 8.4643576 8.4588191 8.462136099999999 8.4652972 8.4700715 8.4808156 8.4808156 8.4921844 8.4921844 8.497957175;47.39265519772728 47.3923527 47.395970500000004 47.404226200000004 47.408987700000004 47.4103876 47.412405299999996 47.4146126 47.4146126 47.4107696 47.4107696 47.41866975000001
12;2;8.497957175 8.498945635487624;47.41866975000001 47.42113790083078
2;2;8.498945635487624 8.498945635487624;47.42113790083078 47.42113790083078
2;2;8.498945635487624 8.498945635487624;47.42113790083078 47.42113790083078
2;2;8.498945635487624 8.498945635487624;47.42113790083078 47.42113790083078
2;4;8.498945635487624 8.507608512037038;47.42113790083078 47.42004051759259
4;12;8.507608512037038 8.5060936 8.5032069 8.4814204 8.4865047 8.497957175;47.42004051759259 47.4132533 47.4074425 47.4153348 47.415811100000006 47.41866975000001
12;2;8.497957175 8.498945635487624;47.41866975000001 47.42113790083078
2;2;8.498945635487624 8.498945635487624;47.42113790083078 47.42113790083078
2;2;8.498945635487624 8.498945635487624;47.42113790083078 47.42113790083078
2;2;8.498945635487624 8.4985162 8.498945635487624;47.42113790083078 47.4209461 47.42113790083078
2;2;8.498945635487624 8.498945635487624;47.42113790083078 47.42113790083078
2;2;8.498945635487624 8.499685099999999 8.4973099 8.4985133 8.498945635487624;47.42113790083078 47.4225545 47.4256464 47.4231675 47.42113790083078
2;2;8.498945635487624 8.498945635487624;47.42113790083078 47.42113790083078
2;3;8.498945635487624 8.498701800000001 8.5008011 8.5008011 8.5015472 8.507219726194768;47.42113790083078 47.419133200000005 47.4130492 47.4130492 47.4098342 47.408456757483904
3;2;8.507219726194768 8.5014103 8.500760699999999 8.4962647 8.4973065 8.498945635487624;47.408456757483904 47.4099527 47.4135636 47.4175047 47.4185023 47.42113790083078
2;2;8.498945635487624 8.498945635487624;47.42113790083078 47.42113790083078
2;2;8.498945635487624 8.498945635487624;47.42113790083078 47.42113790083078
2;2;8.498945635487624 8.498945635487624;47.42113790083078 47.42113790083078
2;2;8.498945635487624 8.5027756 8.428282699999999 8.4350461 8.4334444 8.4455721 8.4338133 8.452910800000002 8.4188207 8.4936579 8.4996385 8.498945635487624;47.42113790083078 47.4207973 47.4118333 47.0862155 47.0848645 47.0897255 47.1542896 47.246007500000005 47.3954904 47.42566970000001 47.4223874 47.42113790083078
2;2;8.498945635487624 8.498945635487624;47.42113790083078 47.42113790083078
2;1;8.498945635487624 8.494524199999999 8.464655266363637;47.42113790083078 47.4259759 47.39265519772728
1;1;8.464655266363637 8.4686066 8.4679933 8.4677987 8.4686597 8.463256900000001 8.464655266363637;47.39265519772728 47.392914000000005 47.392140000000005 47.390714200000005 47.3891644 47.390381299999994 47.39265519772728
1;2;8.464655266363637 8.493505800000001 8.498945635487624;47.39265519772728 47.4256719 47.42113790083078
2;2;8.498945635487624 8.498945635487624;47.42113790083078 47.42113790083078
2;2;8.498945635487624 8.497254 8.4833042 8.479745 8.480576199999998 8.4896101 8.4838884 8.4797564 8.4835779 8.472505900000002 8.498945635487624;47.42113790083078 47.4223614 47.4148091 47.414272600000004 47.413471799999996 47.4076995 47.412954 47.414353000000006 47.41492879999999 47.4277484 47.42113790083078
2;2;8.498945635487624 8.498945635487624;47.42113790083078 47.42113790083078
2;2;8.498945635487624 8.498945635487624;47.42113790083078 47.42113790083078
2;2;8.498945635487624 8.4789043 8.480588800000001 8.470069500000001 8.498945635487624;47.42113790083078 47.4150779 47.4139076 47.4272799 47.42113790083078
2;2;8.498945635487624 8.498945635487624;47.42113790083078 47.42113790083078
2;6;8.498945635487624 8.497511900000001 8.4369379 8.4161691 8.4328489 8.4512959 8.447281 8.434880997064104;47.42113790083078 47.4236726 47.414083700000006 47.3929952 47.15934420000001 47.107763 47.0915927 47.086082295000004
6;6;8.434880997064104 8.434880997064104;47.086082295000004 47.086082295000004
6;6;8.434880997064104 8.4372089 8.438328199999999 8.4385788 8.4382296 8.4391401 8.4382429 8.4343436 8.4330761 8.433879899999999 8.4334576 8.4343923 8.434880997064104;47.086082295000004 47.0881774 47.0902816 47.091559600000004 47.094486700000004 47.0959644 47.0974005 47.0961004 47.093914700000006 47.0906094 47.0888876 47.0865058 47.086082295000004
6;6;8.434880997064104 8.434681900000001 8.434880997064104;47.086082295000004 47.08615770000001 47.086082295000004
6;2;8.434880997064104 8.435224900000001 8.4501056 8.4502721 8.4201425 8.5024358 8.498945635487624;47.086082295000004 47.0850811 47.0993864 47.249807000000004 47.39716 47.420874700000006 47.42113790083078
2;2;8.498945635487624 8.498945635487624;47.42113790083078 47.42113790083078
2;4;8.498945635487624 8.507608512037038;47.42113790083078 47.42004051759259
4;2;8.507608512037038 8.5056332 8.498945635487624;47.42004051759259 47.4204244 47.42113790083078
2;2;8.498945635487624 8.498945635487624;47.42113790083078 47.42113790083078
2;2;8.498945635487624 8.5062694 8.499694 8.488650999999999 8.4907573 8.475600199999999 8.4773652 8.475836300000001 8.479335800000001 8.4619155 8.4480737 8.437002099999999 8.4356854 8.4392971 8.4465715 8.4495986 8.4639585 8.4813475 8.4788244 8.480911099999998 8.477210699999999 8.498945635487624;47.42113790083078 47.414578799999994 47.4027681 47.403488200000005 47.3880074 47.3900145 47.389824299999994 47.390275700000004 47.3905606 47.3973528 47.4020549 47.4023102 47.4009753 47.4021661 47.4022736 47.4127338 47.408624200000006 47.4067708 47.4150316 47.413891 47.4237364 47.42113790083078
2;2;8.498945635487624 8.498945635487624;47.42113790083078 47.42113790083078
2;3;8.498945635487624 8.497049800000001 8.502928 8.507219726194768;47.42113790083078 47.41831129999999 47.40858529999999 47.408456757483904
3;2;8.507219726194768 8.4959419 8.498945635487624;47.408456757483904 47.4156624 47.42113790083078
