origin;destination;waypointsLong;waypointsLat
9;9;7.751618623731115 7.7509219 7.7499894 7.7489946 7.749243400000001 7.7486201 7.7480135 7.748216900000001 7.7491316999999995 7.7505538 7.7513936 7.7701811 7.770244099999999 7.7702459 7.7691253 7.768737700000001 7.7763097000000005 7.7700739 7.770094 7.7674685 7.7706289 7.770233900000001 7.763086500000001 7.767637599999999 7.767637599999999 7.7646234 7.7647992 7.732034 7.753422200000001 7.753158999999999 7.7529587 7.7526658 7.752462400000001 7.7523879 7.7523740000000005 7.7523682 7.7523375 7.752343600000001 7.7524064 7.752405400000001 7.7523704 7.752217 7.7520373 7.7517274 7.7516504 7.745976700000001 7.746523700000001 7.7418005 7.7418005 7.747350999999999 7.749718700000001 7.7470647 7.7528162 7.7528815 7.751722999999999 7.7509336 7.751618623731115;46.01863980603893 46.0195357 46.0183574 46.018885100000006 46.0206288 46.0216658 46.0216429 46.0217162 46.020748499999996 46.02141339999999 46.022308100000004 46.0172196 46.0172052 46.0172054 46.016649900000004 46.0165651 46.0245667 46.0172977 46.0170914 46.011795 46.0132502 46.0132022 46.012837700000006 46.0117624 46.0117624 46.0109015 46.010923999999996 46.006553100000005 46.0110477 46.011123100000006 46.0112772 46.0113196 46.011573999999996 46.0117784 46.011921799999996 46.0119222 46.011888299999995 46.0119568 46.0121805 46.0123491 46.0125511 46.0123516 46.0122013 46.0118951 46.011713 46.0130702 46.013572100000005 46.0127156 46.0127156 46.0150067 46.0193656 46.02221420000001 46.020306899999994 46.0201553 46.020314299999995 46.0193909 46.01863980603893
9;9;7.751618623731115 7.751618623731115;46.01863980603893 46.01863980603893
9;1;7.751618623731115 7.7508883 7.7498207 7.748622800000001 7.7474604000000005 7.7478629 7.747817200000001 7.7476071 7.747749300000001 7.7749242 7.7748235 7.778055900000001 7.778055900000001 7.778055900000001 7.775725099999999 7.7781791 7.7781791 7.781008900000001 7.800670299999999 7.8115671 7.865228200000001 7.8705145000000005 7.8632795 7.8632795 7.833589599999999 7.7468756999999995 7.7467614000000005 7.7505297 7.7559302 7.7569489 7.6688882 7.669974000000001 7.6725183 7.6606535000000004 7.655950900000001 7.6680898 7.6681144 7.805048200000001 7.8399447 8.093561900000001 8.1392974 8.174833099999999 8.1766977 8.2739046 8.3310213 8.2956805 8.294538900000001 8.3345795 8.3687469 8.3741199 8.3741199 8.3824009 8.4401947 8.4394936 8.4410552 8.4346164083627;46.01863980603893 46.0199223 46.020577100000004 46.021598499999996 46.0226349 46.024011 46.0239837 46.024083700000006 46.024119299999995 46.067640000000004 46.06811879999999 46.0704809 46.0704809 46.0704809 46.068540999999996 46.074219799999995 46.074219799999995 46.095774 46.1738133 46.1879562 46.23046179999999 46.2313475 46.298821999999994 46.298821999999994 46.2993406 46.305201700000005 46.3173121 46.319165600000005 46.366454100000006 46.3639055 46.4910274 46.4950323 46.497738899999995 46.557581 46.589062 46.6849376 46.6849839 46.6603583 46.6705832 46.7458495 46.760846799999996 46.816148299999995 46.8187562 46.9435197 46.9775445 47.034105 47.0744468 47.093275899999995 47.1174355 47.1219974 47.1219974 47.1216443 47.145804299999995 47.0870943 47.0872851 47.08617838693552
1;1;8.4346164083627 8.4346164083627;47.08617838693552 47.08617838693552
1;10;8.4346164083627 8.4340242 8.4328925 8.4325095 8.435936199999999 8.3664498 8.337497099999998 8.3406728 8.308286500000001 8.3108019 8.3104718 6.641994599999999 6.641994599999999 6.641994599999999 8.1916969 8.0986577 8.097996 8.026453 6.641994599999999 7.9675862 6.641994599999999 7.9519311 7.9519311 7.9519311 7.9426410999999995 7.9372045 7.9372045 7.928672200000001 7.928672200000001 7.9281524999999995 7.927855 7.923369800000001 7.9184053 7.9129788 7.9129788 7.882537299999999 7.884987799999999 7.8784273 7.8722568 7.867731699999999 7.8617897999999995;47.08617838693552 47.084022 47.08330479999999 47.0836227 47.0839874 47.0447027 47.053515600000004 47.0527125 47.0471173 47.048339299999995 47.0490636 46.5247836 46.5247836 46.5247836 47.1152662 47.1709571 47.170413700000005 47.18459179999999 46.5247836 47.243612 46.5247836 47.2761308 47.2761308 47.2761308 47.2884549 47.293135799999995 47.293135799999995 47.3041799 47.3041799 47.3049771 47.305599799999996 47.3106967 47.311958000000004 47.3151067 47.3151067 47.3107545 47.3047442 47.306550200000004 47.3007039 47.3019378 47.2970447
10;11;7.8617897999999995 6.641994599999999 7.4378125 7.436996000000001 7.436610400000001 7.4362742 7.4369431 7.4368333 7.438016665;47.2970447 46.5247836 46.9488169 46.9484336 46.9482128 46.948446999999994 46.9484507 46.9486331 46.95039002654971
11;12;7.438016665 7.438717 7.437986500000001 7.4377244000000005 7.435573619087412;46.95039002654971 46.952009600000004 46.953376299999995 46.954367 46.9556033970603
12;12;7.435573619087412 7.435442999999999 7.435573619087412;46.9556033970603 46.955617600000004 46.9556033970603
12;12;7.435573619087412 7.4350393 7.435573619087412;46.9556033970603 46.9539316 46.9556033970603
12;12;7.435573619087412 7.4350393 7.435573619087412;46.9556033970603 46.9539316 46.9556033970603
12;13;7.435573619087412 7.4353204 7.433616822222221;46.9556033970603 46.955640100000004 46.95534706527778
13;12;7.433616822222221 7.434630900000001 7.435573619087412;46.95534706527778 46.9551786 46.9556033970603
12;12;7.435573619087412 7.435702099999999 7.4356518 7.435573619087412;46.9556033970603 46.955752399999994 46.9520611 46.9556033970603
12;11;7.435573619087412 7.4350105 7.434700200000001 7.4344363 7.4343114 7.4341758 7.4340307 7.4338371 7.433781599999999 7.433610300000001 7.4334481 7.433327900000001 7.433245200000001 7.433125 7.433027099999999 7.4328463000000005 7.432800299999999 7.4326157 7.432813799999999 7.433192999999999 7.436851 7.4375568 7.438016665;46.9556033970603 46.9555259 46.9555036 46.955520299999996 46.955422600000006 46.9552761 46.955139700000004 46.954991 46.954882299999994 46.9547576 46.9546032 46.9544196 46.9542549 46.9540815 46.9538953 46.9537112 46.953586200000004 46.95330870000001 46.953213 46.952667600000005 46.950494799999994 46.9506005 46.95039002654971
11;1;7.438016665 7.4377381 7.437247900000001 7.4362432 7.436197 7.437897099999999 7.435846799999999 7.4358708 7.4359322 7.434489999999999 7.435886200000001 7.4371027000000005 7.437363900000001 7.43737 7.4366254000000005 7.4434247000000004 7.440802400000001 7.451674099999999 7.4504327 7.4580227 7.4580227 7.46616 7.425624099999999 7.882537299999999 7.919178 7.9311694 7.9426410999999995 7.425624099999999 7.9755416 8.105758999999999 8.119141099999998 8.2435063 8.273089500000001 8.2889859 8.290958199999999 8.2912088 8.2957451 8.3101893 8.3101337 8.3104128 8.3107817 8.311110300000001 8.3090922 8.310309 8.3082545 8.4327453 8.4393152 8.4346164083627;46.95039002654971 46.9503341 46.9501489 46.9499686 46.9499015 46.952220000000004 46.9504931 46.950507 46.9505112 46.9518316 46.950503000000005 46.9478539 46.948842799999994 46.948887400000004 46.9501672 46.9536905 46.9563023 46.9641377 46.9636083 46.9669778 46.9669778 46.9815055 46.94732570000001 47.3107545 47.31313970000001 47.2997027 47.2884549 46.94732570000001 47.2001777 47.1735203 47.149569299999996 47.0910087 47.0934623 47.0580104 47.054499799999995 47.0544816 47.052927399999994 47.0479469 47.0489075 47.0502069 47.048275 47.0483256 47.048589 47.048787700000005 47.0495683 47.0835793 47.0864947 47.08617838693552
1;1;8.4346164083627 8.4409505 8.441409 8.4410588 8.4395658 8.4393882 8.438697099999999 8.4371385 8.437270199999999 8.434982699999999 8.4355934 8.4355934 8.434982699999999 8.4331962 8.434982699999999 8.4349541 8.4400431 8.4384899 8.4412219 8.4403376 8.4404043 8.4404686 8.439670300000001 8.434452499999999 8.4371179 8.435817199999999 8.4346164083627;47.08617838693552 47.081559000000006 47.0804386 47.0784711 47.077081299999996 47.0754992 47.0742638 47.0747439 47.074692600000006 47.0734684 47.0714535 47.0714535 47.0734684 47.0722434 47.0734684 47.073613 47.0775406 47.0862494 47.086424 47.0876709 47.087725799999994 47.087649299999995 47.0872484 47.0853225 47.086758 47.0864092 47.08617838693552
1;14;8.4346164083627 8.434374900000002 8.432557800000001 8.3547273 8.3406728 8.3106507 7.9430395 8.2903119 8.2921467 7.9430395 8.2739974 8.2644688 7.9430395 7.9398989 7.9416225 7.9273084 7.9430395 7.4360650999999995 7.4364988 7.4364162 7.43617 7.4362152 7.4361659 7.4361493 7.436247900000001 7.4334648 7.4329106 7.4325149999999995 7.4319448 7.431687400000001 7.431428100000001 7.4311602 7.430875 7.4308238 7.4300512095896085;47.08617838693552 47.083796500000005 47.08148 47.043113299999995 47.0527125 47.048730799999994 47.287585899999996 47.0548529 47.0547195 47.287585899999996 47.0811446 47.0870419 47.287585899999996 47.288030799999994 47.288833000000004 47.3073489 47.287585899999996 46.9481888 46.948228 46.948716499999996 46.950061100000006 46.9499836 46.9499386 46.9499753 46.9498441 46.95230720000001 46.952851200000005 46.9533321 46.9536654 46.9538087 46.953849700000006 46.9540984 46.9543071 46.9542297 46.953853167273486
14;14;7.4300512095896085 7.4303645000000005 7.4300512095896085;46.953853167273486 46.954004600000005 46.953853167273486
14;14;7.4300512095896085 7.4290569 7.4300512095896085;46.953853167273486 46.954931099999996 46.953853167273486
14;12;7.4300512095896085 7.4319807 7.4334455 7.4352426 7.435426400000001 7.435573619087412;46.953853167273486 46.9537324 46.954663000000004 46.9556077 46.9555117 46.9556033970603
12;13;7.435573619087412 7.4354607999999995 7.4350393 7.4354166 7.4354397 7.435442599999999 7.4354452 7.4354591 7.435444099999999 7.435388900000001 7.4352681 7.4352384 7.4355101999999995 7.435088499999999 7.434848599999999 7.4346312999999995 7.433616822222221;46.9556033970603 46.9553546 46.9539316 46.95541179999999 46.9554129 46.9553971 46.95538320000001 46.9553682 46.955393900000004 46.95549129999999 46.955577500000004 46.955579 46.9557316 46.9555912 46.9555157 46.955459600000005 46.95534706527778
13;12;7.433616822222221 7.435573619087412;46.95534706527778 46.9556033970603
12;12;7.435573619087412 7.435573619087412;46.9556033970603 46.9556033970603
12;15;7.435573619087412 7.4337591 7.432303599999999 7.4308152000000005 7.4291152 7.427319000000001 7.427319000000001 7.4238447 7.4228481 7.4221542000000005 7.4222981 7.422987299999999 7.4225607 7.423392999999999 7.4249755 7.4233484 7.4246931 7.4265284 7.428526799999999 7.4305849 7.432077400000001 7.434870200000001 7.435981599999999 7.436706200000001 7.437774500000001;46.9556033970603 46.9549499 46.9543307 46.9542342 46.954111100000006 46.9538421 46.9538421 46.9546598 46.9531976 46.9528017 46.9527224 46.952819 46.9530069 46.953587299999995 46.9533658 46.9535755 46.954231 46.9540576 46.9534064 46.95233270000001 46.951899700000006 46.951413099999996 46.95051420000001 46.94851920000001 46.948815925
15;1;7.437774500000001 7.4371906 7.445294099999999 7.4681199000000005 7.467448700000001 7.462210000000001 7.5379906000000005 7.8625205000000005 7.8836823 7.9088593 7.942617200000001 7.9398989 7.9672192 8.098963099999999 8.2627735 8.263629400000001 8.268332899999999 8.291325200000001 8.3051915 8.307887599999999 8.3107997 8.3107357 8.310484599999999 8.293034299999999 8.3301272 8.3684628 8.435936199999999 8.4307527 8.4307527 8.432557800000001 8.440319 8.4346164083627;46.948815925 46.9495202 46.9566198 46.9749667 46.9808107 46.9762688 47.0498037 47.297993299999995 47.305029100000006 47.3110874 47.2883656 47.288030799999994 47.2464968 47.1694019 47.0837955 47.0880215 47.086149299999995 47.0544731 47.045506200000005 47.049595000000004 47.0484006 47.0490815 47.0494367 47.0500635 47.05454879999999 47.0451672 47.0839874 47.0779375 47.0779375 47.08148 47.0873396 47.08617838693552
1;1;8.4346164083627 8.4346164083627;47.08617838693552 47.08617838693552
1;10;8.4346164083627 8.4384899 8.432557800000001 8.432557800000001 8.448641699999998 8.3979496 8.3684628 8.3406728 8.3116855 8.3116855 8.2982583 8.310006 8.309880999999999 8.310493 8.2957451 8.291325200000001 8.277458 8.268332899999999 8.119141099999998 8.0983914 7.9814378 7.9660037 7.948022 7.9277682 7.868099099999999 7.8617897999999995;47.08617838693552 47.0862494 47.08148 47.08148 47.092545 47.059838 47.0451672 47.0527125 47.0536038 47.0536038 47.0542761 47.0449641 47.050036 47.0491539 47.052927399999994 47.0544731 47.076299799999994 47.086149299999995 47.149569299999996 47.1700969 47.21449570000001 47.2475029 47.2822414 47.3036278 47.3019125 47.2970447
10;11;7.8617897999999995 7.5622579 7.462210000000001 7.4686125 7.466279400000001 7.4385015 7.438614100000001 7.4387777999999996 7.4386159 7.4386159 7.4386159 7.438183099999999 7.438183099999999 7.4379326 7.4378211 7.4377759999999995 7.437655800000001 7.4376932 7.438016665;47.2970447 47.0674642 46.9762688 46.9810399 46.9735609 46.949033899999996 46.9492805 46.9492794 46.94928 46.94928 46.94928 46.9495506 46.9495506 46.9495926 46.9497561 46.949974299999994 46.9501999 46.950353799999995 46.95039002654971
11;12;7.438016665 7.4385162 7.4427023000000005 7.438650900000001 7.437002099999999 7.4350705999999995 7.4353239 7.435363300000001 7.435573619087412;46.95039002654971 46.950598799999995 46.9537376 46.9536964 46.954414 46.9554551 46.955603700000005 46.9555709 46.9556033970603
12;13;7.435573619087412 7.435306 7.435306 7.4357019 7.433616822222221;46.9556033970603 46.9563551 46.9563551 46.9557354 46.95534706527778
13;12;7.433616822222221 7.435573619087412;46.95534706527778 46.9556033970603
12;12;7.435573619087412 7.4346122 7.4352402 7.435441099999999 7.4354185 7.435573619087412;46.9556033970603 46.9554938 46.9555744 46.95533820000001 46.955345799999996 46.9556033970603
12;14;7.435573619087412 7.433397500000001 7.431946000000001 7.431192599999999 7.4301490999999995 7.4300512095896085;46.9556033970603 46.954637299999995 46.9547431 46.9532666 46.9538005 46.953853167273486
14;14;7.4300512095896085 7.4299835000000005 7.4300512095896085;46.953853167273486 46.954260600000005 46.953853167273486
14;15;7.4300512095896085 7.4317668 7.4339515 7.4364848 7.4371713 7.4371064 7.437305 7.4368171 7.437495299999999 7.4371535 7.437774500000001;46.953853167273486 46.9537187 46.9521543 46.948735 46.9488364 46.948807099999996 46.948877100000004 46.9487346 46.9493279 46.9488668 46.948815925
15;16;7.437774500000001 7.467863900000001 7.467863900000001 7.466279400000001 7.4619272 7.5844682 7.904037 7.906639500000001 7.909514 7.936921099999999 7.9822585 8.1327532 8.1835209 8.1898624 8.196528 8.2025984 8.2127982 8.221956200000001 8.2739628 8.2765114 8.3073053 8.308533800000001 8.3099498 8.311117900000001 8.310625368;46.948815925 46.9697945 46.9697945 46.9735609 46.976592499999995 47.1299536 47.312881299999994 47.3136532 47.314196700000004 47.29346279999999 47.190811 47.1423191 47.1168916 47.1165683 47.116010700000004 47.1155406 47.1123834 47.10913529999999 47.0835972 47.0653452 47.045046299999996 47.0492418 47.049131700000004 47.0499202 47.048145101555555
16;1;8.310625368 8.3094293 8.3101535 8.310340400000001 8.3118344 8.3684628 8.3684628 8.3744827 8.4417472 8.4326729 8.4334477 8.4334477 8.4346164083627;47.048145101555555 47.048767 47.0488869 47.0488261 47.04783 47.0451672 47.0451672 47.045041 47.0820257 47.0835487 47.084313 47.084313 47.08617838693552
1;1;8.4346164083627 8.4328019 8.4333538 8.412431300000001 8.4381769 8.4339591 8.4346164083627;47.08617838693552 47.083455900000004 47.0833421 47.0893016 47.0838151 47.085256799999996 47.08617838693552
1;1;8.4346164083627 8.4357484 8.4355525 8.435410000000001 8.435264199999999 8.435103199999999 8.4350376 8.434906 8.435023199999998 8.4350108 8.4349648 8.4350628 8.435355099999999 8.4356629 8.4361578 8.4364194 8.4368648 8.437135699999999 8.4394144 8.4394875 8.4393445 8.4393167 8.4392196 8.437036599999999 8.4349728 8.4354119 8.4347606 8.4335578 8.434525599999999 8.440170199999999 8.4529849 8.488369500000001 8.5195537 8.5304446 8.5331744 8.522416400000001 8.508396000000001 8.470034599999998 8.4497063 8.4525287 8.446443499999999 8.431697900000001 8.4387574 8.434579600000001 8.4346164083627;47.08617838693552 47.0840875 47.0839495 47.0837424 47.0836001 47.083400299999994 47.0832327 47.0830464 47.0828033 47.082624200000005 47.0824545 47.0822704 47.0822475 47.0822231 47.082071299999996 47.08198529999999 47.08182120000001 47.0817303 47.0805054 47.081072 47.081004899999996 47.080968 47.080875899999995 47.081715100000004 47.082317700000004 47.0838601 47.0845477 47.0857982 47.086009999999995 47.0870624 47.1931342 47.188972 47.195876500000004 47.196929700000005 47.197866499999996 47.1975779 47.1902433 47.1958612 47.1378361 47.110645399999996 47.0914822 47.0849135 47.087148799999994 47.086174799999995 47.08617838693552
1;16;8.4346164083627 8.434090199999998 8.422002800000001 8.417777099999999 8.413772999999999 8.412466 8.413269699999999 8.343793400000001 8.3407609 8.3407609 8.3407609 8.3383082 8.33767 8.3011726 8.3011726 8.3097674 8.310625368;47.08617838693552 47.0857031 47.072500500000004 47.070736700000005 47.0689315 47.0685231 47.068776299999996 47.04938189999999 47.053012200000005 47.053012200000005 47.053012200000005 47.053275299999996 47.0538236 47.055500200000004 47.055500200000004 47.048725399999995 47.048145101555555
16;10;8.310625368 8.5612871 8.3105145 8.5612871 7.9675958 8.5612871 7.9427304 8.305868499999999 7.8917741999999995 7.885612400000001 7.8789406 7.8731792 7.8669946 7.8605563 7.855452099999999 7.8542909 7.8542909 7.8542909 7.8617897999999995;47.048145101555555 47.4517068 47.0480398 47.4517068 47.244297499999995 47.4517068 47.288566100000004 47.0481024 47.3098991 47.30839520000001 47.3064063 47.3044305 47.3018786 47.2991559 47.294769099999996 47.292443799999994 47.292443799999994 47.292443799999994 47.2970447
10;14;7.8617897999999995 7.436663900000001 7.4367456999999995 7.436675999999999 7.4366515 7.4366128 7.4363967 7.436503699999999 7.4364893 7.4364479999999995 7.436414599999999 7.4314442 7.4327156 7.43124 7.4318364 7.4300512095896085;47.2970447 46.9481268 46.9481225 46.9481353 46.948288500000004 46.948561700000006 46.948869 46.949162799999996 46.9493547 46.9494925 46.94965620000001 46.9514197 46.953472600000005 46.952043100000004 46.9529196 46.953853167273486
14;14;7.4300512095896085 7.429999799999999 7.4300512095896085;46.953853167273486 46.9535507 46.953853167273486
14;14;7.4300512095896085 7.4300512095896085;46.953853167273486 46.953853167273486
14;1;7.4300512095896085 7.4305766 7.4328943 7.4361762 7.4362424 7.4364195 7.4377402 7.4359503 7.4377402 7.4438961 7.461408099999999 7.5218753 7.5601656 7.861902499999999 7.892546 7.9190938 7.9432076 7.947937599999999 7.963000699999999 8.0198067 8.0262268 8.2678432 8.2753613 8.2879726 8.310875099999999 8.310767 8.3107561 8.3105119 8.3063083 8.311773299999999 8.328717 8.3546391 8.3743532 8.4346164083627;46.953853167273486 46.9539417 46.9529111 46.949894 46.949839700000005 46.9486739 46.9487626 46.9489908 46.9487626 46.9554905 46.9760159 47.0251915 47.065156 47.2971138 47.310370899999995 47.3128381 47.2878008 47.281940000000006 47.2581551 47.1839645 47.184850700000005 47.0883289 47.0819644 47.0583902 47.0483501 47.0483624 47.048730799999994 47.0498269 47.044200700000005 47.0539035 47.055422799999995 47.0428137 47.045198299999996 47.08617838693552
1;1;8.4346164083627 8.440319 8.4345569 8.4346164083627;47.08617838693552 47.0873396 47.08617 47.08617838693552
1;1;8.4346164083627 8.435911599999999 8.4342648 8.4371054 8.448198399999999 8.447503900000001 8.4541921 8.4365788 8.4770793 8.4775968 8.4745409 8.4696651 8.434697 8.438711900000001 8.4506601 8.4346164083627;47.08617838693552 47.085992600000004 47.085904299999996 47.0857799 47.091851399999996 47.0963064 47.1099091 47.1527942 47.187092299999996 47.1871398 47.18693 47.195888599999996 47.176069700000006 47.1414102 47.1064638 47.08617838693552
1;1;8.4346164083627 8.4346274 8.4384899 8.4346164083627;47.08617838693552 47.0861654 47.0862494 47.08617838693552
1;1;8.4346164083627 8.4299469 8.4392027 8.440386300000002 8.4430552 8.4425725 8.4689478 8.449975199999999 8.471415400000001 8.460491699999999 8.3921841 8.4372618 8.3197921 8.4724123 8.472226 8.4721251 8.472242699999999 8.472240600000001 8.4723457 8.472450199999999 8.472491900000001 8.472518199999998 8.472541099999999 8.4725154 8.472563800000001 8.472656 8.4743888 8.4747102 8.4735373 8.472278999999999 8.4780712 8.481334 8.4840073 8.484949499999999 8.4849545 8.4854209 8.4851269 8.484248599999999 8.4814642 8.3404613 8.474069199999999 8.4848556 8.4927523 8.4329444 8.4687981 8.4587584 8.4658301 8.465158099999998 8.4651668 8.4651235 8.4651219 8.4651219 8.4651219 8.4651304 8.465130499999999 8.4624585 8.463367199999999 8.457021600000001 8.447566900000002 8.4364862 8.4370847 8.4364862 8.4346164083627;47.08617838693552 47.0853493 47.0864783 47.0874805 47.0842499 47.0822709 47.066983799999996 47.1691081 47.0637714 47.1790706 47.2290611 47.0866533 47.050564 47.0549774 47.0548157 47.054737700000004 47.0546826 47.0547646 47.0548383 47.054917700000004 47.0549915 47.055042900000004 47.055105299999994 47.055219799999996 47.0553485 47.055521399999996 47.0536167 47.054061 47.05241029999999 47.0519315 47.0487054 47.05521470000001 47.0552226 47.0557836 47.0559034 47.056706 47.0555269 47.055217999999996 47.055268299999994 47.2323534 47.053511900000004 47.180679100000006 47.1834268 47.2895746 47.0670141 47.0822972 47.0762658 47.0771751 47.0771224 47.0770599 47.0770617 47.0770617 47.0770617 47.0770516 47.0770515 47.076578000000005 47.076930600000004 47.091617600000006 47.082969899999995 47.085928 47.085692200000004 47.085928 47.08617838693552
1;17;8.4346164083627 8.4332899 8.4326821 8.432716099999999 8.4434813 8.4326659 8.4325185 8.4372157 8.4424196 8.443737599999999 8.4506884 8.4590311 8.4622049 8.4606659 8.4606731 8.460674800000001 8.461445199999998 8.462572 8.4632876 8.4631461 8.4623664 8.4622995 8.4636121 8.463617999999999 8.4658871 8.4649609 8.463852903013468;47.08617838693552 47.0843943 47.0835669 47.0834766 47.0818435 47.083564100000004 47.083623200000005 47.0831217 47.0827514 47.084816 47.0916334 47.093394 47.097854 47.0969234 47.0969273 47.0969292 47.0968619 47.097791 47.0976929 47.097638200000006 47.0979263 47.0979165 47.0975429 47.098362200000004 47.0986209 47.0993026 47.0982868565885
17;17;8.463852903013468 8.4649609 8.4636589 8.4636589 8.4643894 8.463852903013468;47.0982868565885 47.0993026 47.0982812 47.0982812 47.0980885 47.0982868565885
17;17;8.463852903013468 8.4642752 8.463908199999999 8.4649609 8.463814 8.463173699999999 8.4636515 8.4637813 8.463852903013468;47.0982868565885 47.098355100000006 47.0932518 47.0993026 47.097773 47.0978294 47.0982776 47.097429299999995 47.0982868565885
17;17;8.463852903013468 8.4625613 8.463852903013468;47.0982868565885 47.1000936 47.0982868565885
17;17;8.463852903013468 8.4658871 8.4658871 8.463852903013468;47.0982868565885 47.0986209 47.0986209 47.0982868565885
17;17;8.463852903013468 8.462940199999998 8.4644007 8.4636589 8.4636589 8.463863 8.463908199999999 8.463852903013468;47.0982868565885 47.0988396 47.097967499999996 47.0982812 47.0982812 47.0977271 47.0932518 47.0982868565885
17;17;8.463852903013468 8.460951199999998 8.463852903013468;47.0982868565885 47.094696899999995 47.0982868565885
17;17;8.463852903013468 8.4628634 8.463852903013468;47.0982868565885 47.0977655 47.0982868565885
17;17;8.463852903013468 8.4636589 8.4634731 8.463852903013468;47.0982868565885 47.0982812 47.097413700000004 47.0982868565885
17;1;8.463852903013468 8.463845 8.4635718 8.463643699999999 8.4622813 8.4484642 8.438311500000001 8.440319 8.4425725 8.4384899 8.4346164083627;47.0982868565885 47.0973502 47.0982078 47.098254700000005 47.0979651 47.102058 47.0856499 47.0873396 47.0822709 47.0862494 47.08617838693552
1;5;8.4346164083627 8.4355301 8.437379400000001 8.4395236 8.440800380026655;47.08617838693552 47.0845275 47.0830086 47.081959600000005 47.08086369635324
5;5;8.440800380026655 8.4406739 8.4428402 8.440800380026655;47.08086369635324 47.0807448 47.083170200000005 47.08086369635324
5;5;8.440800380026655 8.440675 8.4428402 8.440800380026655;47.08086369635324 47.080744 47.083170200000005 47.08086369635324
5;5;8.440800380026655 8.4425725 8.440657400000001 8.440800380026655;47.08086369635324 47.0822709 47.0807383 47.08086369635324
5;5;8.440800380026655 8.440692 8.4428402 8.440800380026655;47.08086369635324 47.0807439 47.083170200000005 47.08086369635324
5;1;8.440800380026655 8.4399308 8.437857000000001 8.4359964 8.4339576 8.4346164083627;47.08086369635324 47.0816119 47.0827344 47.0838479 47.0852317 47.08617838693552
1;1;8.4346164083627 8.4346164083627;47.08617838693552 47.08617838693552
1;16;8.4346164083627 8.434650099999999 8.4329852 8.433056500000001 8.4333707 8.433565 8.4339434 8.4338118 8.4335524 8.4334399 8.409412 8.410103300000001 8.409270699999999 8.406130300000001 8.400538599999999 8.3981136 8.394872099999999 8.3926125 8.388184299999999 8.380529899999999 8.337319599999999 8.336185400000002 8.3311112 8.2961997 8.310006 8.3098845 8.310625368;47.08617838693552 47.086187 47.0843246 47.0844942 47.084492 47.084317799999994 47.084375 47.0841932 47.083997 47.0837195 47.0677436 47.067809999999994 47.067614299999995 47.066334600000005 47.06157329999999 47.0588412 47.056656700000005 47.0541727 47.052408899999996 47.049178999999995 47.0528869 47.0527805 47.05463579999999 47.053200399999994 47.0449641 47.04841679999999 47.048145101555555
16;12;8.310625368 8.2780687 8.2766628 8.276862 8.2777785 8.279119 8.2819315 8.280285000000001 8.2751929 8.2724026 8.2619287 8.1951943 8.097587599999999 7.9768407 7.975338799999999 7.973440400000001 7.9742572 7.9765483999999995 7.9786109 7.9793477 7.9770113 7.9752602 7.568333900000001 7.450558099999999 7.441430099999999 7.435700099999999 7.4350781 7.435013499999999 7.4349657 7.434474499999999 7.4347094 7.435306 7.435306 7.4353647 7.434348299999999 7.435573619087412;47.048145101555555 47.0719684 47.0752991 47.0784291 47.0816365 47.085079799999995 47.088077399999996 47.091473799999996 47.0918213 47.090171399999996 47.0833315 47.11440220000001 47.1708902 47.1954847 47.198563899999996 47.2029055 47.2075026 47.2122898 47.2167727 47.221652500000005 47.2260615 47.2294757 47.0750144 46.9626846 46.9516848 46.950546200000005 46.9518244 46.9535 46.9535843 46.9538311 46.9554786 46.9563551 46.9563551 46.955535600000005 46.955502100000004 46.9556033970603
12;12;7.435573619087412 7.435904700000001 7.435573619087412;46.9556033970603 46.9557866 46.9556033970603
12;12;7.435573619087412 7.435573619087412;46.9556033970603 46.9556033970603
12;12;7.435573619087412 7.4354399 7.435573619087412;46.9556033970603 46.9553365 46.9556033970603
12;13;7.435573619087412 7.433616822222221;46.9556033970603 46.95534706527778
13;12;7.433616822222221 7.4332636 7.4336885 7.434237700000001 7.435972099999999 7.435573619087412;46.95534706527778 46.9555624 46.955453799999994 46.955267299999996 46.955814600000004 46.9556033970603
12;11;7.435573619087412 7.4350246 7.4354609 7.435437599999999 7.4352734 7.435344199999999 7.4355577 7.4357533 7.4359724 7.4361953 7.4363440999999995 7.4367663 7.436916 7.4370963 7.437288099999999 7.4374999000000015 7.4376484 7.4378227 7.4380609 7.4381488 7.438016665;46.9556033970603 46.955484000000006 46.955197 46.955048299999994 46.954950200000006 46.95483970000001 46.9546711 46.954493299999996 46.954376 46.9542459 46.9541755 46.953909100000004 46.9538045 46.9536929 46.9535883 46.953483 46.9534047 46.9532902 46.9530066 46.9529331 46.95039002654971
11;15;7.438016665 7.437817999999999 7.4385418 7.4380726 7.4377576 7.4350712 7.4432675999999995 7.437809 7.437774500000001;46.95039002654971 46.950154299999994 46.9495114 46.9488199 46.9487381 46.948437899999995 46.9530905 46.9486868 46.948815925
