origin;destination;count;waypointsLong;waypointsLat
1;1;1;8.507412548555335 8.5083724 8.507412548555335;47.40839137110055 47.4077088 47.40839137110055
1;1;1;8.507412548555335 8.508795 8.507412548555335;47.40839137110055 47.407839700000004 47.40839137110055
13;13;1;8.39630265 8.395078999999999 8.3958525 8.39630265;47.4062582452381 47.4049804 47.4057083 47.4062582452381
13;13;1;8.39630265 8.39630265;47.4062582452381 47.4062582452381
13;6;1;8.39630265 8.399767800000001 8.406125099999999 8.4279867 8.443888099999999 8.4539121 8.460835699999999 8.4647898303125;47.4062582452381 47.4053488 47.402398100000006 47.3970586 47.3973722 47.3984099 47.3978497 47.3926001303125
6;13;1;8.4647898303125 8.462378 8.4571159 8.4491731 8.4399621 8.426383099999999 8.399415199999998 8.39630265;47.3926001303125 47.3970971 47.3991696 47.397865700000004 47.396542499999995 47.397533700000004 47.3912754 47.4062582452381
13;5;1;8.39630265 8.394707 8.3912751 8.3963901 8.4043164 8.45618101496828;47.4062582452381 47.4051875 47.400693 47.4017494 47.4015077 47.39906608068079
3;1;1;8.499841443064994 8.5034291 8.504780300000002 8.5060184 8.507412548555335;47.421013358780385 47.4186495 47.410749100000004 47.4090419 47.40839137110055
1;1;1;8.507412548555335 8.507571400000002 8.507412548555335;47.40839137110055 47.4075544 47.40839137110055
1;1;1;8.507412548555335 8.506658 8.5074721 8.507412548555335;47.40839137110055 47.4081252 47.4089745 47.40839137110055
17;3;1;8.545237191666667 8.544105300000002 8.5346559 8.5193399 8.506556 8.499841443064994;47.41062463333333 47.4135898 47.4131528 47.4147765 47.4193474 47.421013358780385
3;1;1;8.499841443064994 8.4953044 8.502872199999999 8.507412548555335;47.421013358780385 47.4135904 47.408595500000004 47.40839137110055
1;1;1;8.507412548555335 8.507412548555335;47.40839137110055 47.40839137110055
1;1;1;8.507412548555335 8.505976400000002 8.507412548555335;47.40839137110055 47.407743700000005 47.40839137110055
1;1;1;8.507412548555335 8.507412548555335;47.40839137110055 47.40839137110055
1;3;1;8.507412548555335 8.509856599999999 8.499841443064994;47.40839137110055 47.411936100000005 47.421013358780385
3;15;1;8.499841443064994 8.502075300000001 8.5068759 8.5185284 8.5347017 8.5339055 8.533571499999999 8.5388814 8.5396608 8.542470300000002 8.537378544736843;47.421013358780385 47.4209352 47.4189574 47.4145268 47.401735200000005 47.3980994 47.3980914 47.3914221 47.3854734 47.378729299999996 47.37735474736843
15;15;1;8.537378544736843 8.5384504 8.537378544736843;47.37735474736843 47.3757904 47.37735474736843
15;15;1;8.537378544736843 8.537378544736843;47.37735474736843 47.37735474736843
15;3;1;8.537378544736843 8.499841443064994;47.37735474736843 47.421013358780385
3;3;1;8.499841443064994 8.499841443064994;47.421013358780385 47.421013358780385
3;3;1;8.499841443064994 8.499841443064994;47.421013358780385 47.421013358780385
3;3;1;8.499841443064994 8.4994625 8.5009246 8.502409 8.499841443064994;47.421013358780385 47.421863099999996 47.4217764 47.4208705 47.421013358780385
3;3;1;8.499841443064994 8.499841443064994;47.421013358780385 47.421013358780385
3;3;1;8.499841443064994 8.499841443064994;47.421013358780385 47.421013358780385
3;5;1;8.499841443064994 8.499798599999998 8.4869879 8.482445 8.491724000000001 8.45618101496828;47.421013358780385 47.4223537 47.425420700000004 47.395702299999996 47.390679799999994 47.39906608068079
11;11;1;8.434878688690477 8.434878688690477;47.08599443785714 47.08599443785714
11;11;1;8.434878688690477 8.434878688690477;47.08599443785714 47.08599443785714
11;11;1;8.434878688690477 8.4276877 8.423007400000001 8.423527 8.425813699999999 8.430033900000002 8.431930300000001 8.433251199999999 8.434878688690477;47.08599443785714 47.0857227 47.082599 47.0807273 47.080927200000005 47.0821903 47.0827544 47.0844027 47.08599443785714
11;3;1;8.434878688690477 8.449994 8.4543084 8.433069699999999 8.457821000000001 8.4388036 8.417326 8.499841443064994;47.08599443785714 47.0958201 47.1127859 47.1614691 47.23407279999999 47.2703979 47.3938903 47.421013358780385
3;3;1;8.499841443064994 8.499841443064994;47.421013358780385 47.421013358780385
3;3;1;8.499841443064994 8.499494699999998 8.498948599999999 8.4994054 8.499841443064994;47.421013358780385 47.421523 47.4230152 47.422549200000006 47.421013358780385
3;3;1;8.499841443064994 8.501105599999999 8.499841443064994;47.421013358780385 47.4210967 47.421013358780385
3;15;1;8.499841443064994 8.537378544736843;47.421013358780385 47.37735474736843
15;15;1;8.537378544736843 8.5373742 8.537378544736843;47.37735474736843 47.3754498 47.37735474736843
15;15;1;8.537378544736843 8.537378544736843;47.37735474736843 47.37735474736843
15;15;1;8.537378544736843 8.537378544736843;47.37735474736843 47.37735474736843
15;3;1;8.537378544736843 8.533096 8.5317122 8.5295969 8.5275695 8.5305011 8.533888699999999 8.5345172 8.533121099999999 8.5327577 8.523311 8.510632800000002 8.499841443064994;47.37735474736843 47.3776619 47.378409600000005 47.3797742 47.379768299999995 47.3832488 47.3868624 47.3926766 47.398426 47.4054055 47.4125228 47.41682 47.421013358780385
3;3;1;8.499841443064994 8.499841443064994;47.421013358780385 47.421013358780385
3;2;1;8.499841443064994 8.5111571 8.5224548 8.533039800000001 8.5333036 8.533106 8.535547099999999 8.534253 8.5318185 8.5337841 8.5372026 8.538854370833334;47.421013358780385 47.416560700000005 47.4128864 47.4050576 47.3979082 47.3944968 47.387498 47.386603799999996 47.3847164 47.3860277 47.38452720000001 47.38246841666667
3;3;1;8.499841443064994 8.499841443064994;47.421013358780385 47.421013358780385
3;3;1;8.499841443064994 8.4943594 8.4210245 8.425594199999999 8.4693037 8.450598900000001 8.43721 8.4338109 8.4543563 8.430517800000002 8.4194631 8.4961811 8.499841443064994;47.421013358780385 47.4256149 47.401108 47.2919416 47.2165374 47.1101577 47.085637299999995 47.084333799999996 47.112509700000004 47.2773209 47.3963798 47.424461 47.421013358780385
3;3;1;8.499841443064994 8.5024362 8.499841443064994;47.421013358780385 47.4208753 47.421013358780385
3;3;1;8.499841443064994 8.499841443064994;47.421013358780385 47.421013358780385
3;3;1;8.499841443064994 8.499830000000001 8.499841443064994;47.421013358780385 47.4217222 47.421013358780385
3;1;1;8.499841443064994 8.4995449 8.503721 8.502092300000001 8.507412548555335;47.421013358780385 47.4205289 47.4181764 47.415098799999996 47.40839137110055
1;3;1;8.507412548555335 8.508441 8.5067015 8.5058825 8.5024649 8.499841443064994;47.40839137110055 47.4105126 47.4161585 47.4192245 47.4207322 47.421013358780385
3;1;1;8.499841443064994 8.507412548555335;47.421013358780385 47.40839137110055
1;3;1;8.507412548555335 8.5090263 8.5095375 8.499841443064994;47.40839137110055 47.410416999999995 47.4146013 47.421013358780385
3;3;1;8.499841443064994 8.5076554 8.505348199999998 8.499841443064994;47.421013358780385 47.4197597 47.420415399999996 47.421013358780385
3;3;1;8.499841443064994 8.499841443064994;47.421013358780385 47.421013358780385
6;3;1;8.4647898303125 8.4646571 8.4860571 8.499841443064994;47.3926001303125 47.394957700000006 47.424898999999996 47.421013358780385
3;3;1;8.499841443064994 8.4990059 8.496263 8.499841443064994;47.421013358780385 47.41988129999999 47.4176615 47.421013358780385
3;3;1;8.499841443064994 8.499841443064994;47.421013358780385 47.421013358780385
3;1;1;8.499841443064994 8.502550999999999 8.503231699999999 8.5045493 8.5052128 8.507412548555335;47.421013358780385 47.4192684 47.4174164 47.410868900000004 47.40944520000001 47.40839137110055
1;1;1;8.507412548555335 8.507412548555335;47.40839137110055 47.40839137110055
3;3;1;8.499841443064994 8.499841443064994;47.421013358780385 47.421013358780385
3;3;1;8.499841443064994 8.4998612 8.499841443064994;47.421013358780385 47.422171 47.421013358780385
3;3;1;8.499841443064994 8.5063478 8.499841443064994;47.421013358780385 47.420356899999994 47.421013358780385
3;3;1;8.499841443064994 8.506440699999999 8.503644099999999 8.5010116 8.499841443064994;47.421013358780385 47.4200313 47.4206441 47.4210598 47.421013358780385
3;3;1;8.499841443064994 8.4907009 8.4801448 8.482372 8.4881347 8.4943221 8.4951798 8.498527099999999 8.499841443064994;47.421013358780385 47.42356420000001 47.428053000000006 47.4297908 47.4299914 47.429818700000006 47.4280187 47.42667470000001 47.421013358780385
3;5;1;8.499841443064994 8.447786500000001 8.447686000000001 8.45618101496828;47.421013358780385 47.414088899999996 47.4050288 47.39906608068079
5;11;1;8.45618101496828 8.4653259 8.4298811 8.432248 8.4443868 8.4513383 8.433799 8.434878688690477;47.39906608068079 47.4003191 47.4118963 47.2762446 47.1433101 47.1084343 47.0837408 47.08599443785714
3;3;1;8.499841443064994 8.499841443064994;47.421013358780385 47.421013358780385
3;5;1;8.499841443064994 8.4477525 8.4478394 8.45618101496828;47.421013358780385 47.408702000000005 47.4027527 47.39906608068079
18;18;1;9.156544216666665 9.1547094 9.156544216666665;45.88543507083333 45.8895111 45.88543507083333
18;18;1;9.156544216666665 9.156544216666665;45.88543507083333 45.88543507083333
15;15;1;8.537378544736843 8.535193 8.536940800000002 8.538565 8.53858 8.5368105 8.537378544736843;47.37735474736843 47.378246000000004 47.379318 47.3790752 47.37897720000001 47.3794907 47.37735474736843
15;3;1;8.537378544736843 8.5082837 8.5027944 8.500213 8.4994126 8.5002005 8.499841443064994;47.37735474736843 47.4210253 47.422073600000004 47.42201179999999 47.4229469 47.422203499999995 47.421013358780385
3;12;1;8.499841443064994 8.4975851 8.460571;47.421013358780385 47.423662 47.39831194
3;1;1;8.499841443064994 8.502142300000001 8.504136500000001 8.5038134 8.507412548555335;47.421013358780385 47.4194408 47.418 47.411256200000004 47.40839137110055
1;1;1;8.507412548555335 8.507412548555335;47.40839137110055 47.40839137110055
1;17;1;8.507412548555335 8.5070498 8.5289492 8.540935099999999 8.545237191666667;47.40839137110055 47.40849229999999 47.413678600000004 47.4140036 47.41062463333333
17;3;1;8.545237191666667 8.5445781 8.5433458 8.539573599999999 8.5193222 8.499841443064994;47.41062463333333 47.412433 47.4125262 47.4135294 47.4142929 47.421013358780385
3;3;1;8.499841443064994 8.499841443064994;47.421013358780385 47.421013358780385
3;5;1;8.499841443064994 8.4917612 8.4438038 8.448395300000001 8.45618101496828;47.421013358780385 47.4267665 47.4159364 47.402188200000005 47.39906608068079
5;6;1;8.45618101496828 8.4647898303125;47.39906608068079 47.3926001303125
6;5;1;8.4647898303125 8.465542300000001 8.45618101496828;47.3926001303125 47.3958485 47.39906608068079
5;12;1;8.45618101496828 8.460571;47.39906608068079 47.39831194
5;3;1;8.45618101496828 8.4619579 8.493424599999999 8.4998651 8.5017619 8.499841443064994;47.39906608068079 47.4013948 47.425749200000006 47.4224597 47.421172 47.421013358780385
3;15;1;8.499841443064994 8.500643400000001 8.505285800000001 8.5128469 8.533366800000001 8.5323161 8.5362726 8.5341302 8.537378544736843;47.421013358780385 47.4209162 47.4196838 47.4157158 47.4047998 47.396133 47.3884999 47.3826608 47.37735474736843
20;20;1;6.7814531625 6.7814531625;51.2259766 51.2259766
20;20;1;6.7814531625 6.7814531625;51.2259766 51.2259766
20;19;1;6.7814531625 6.7787431 6.7796656 6.783808199999999 6.786630695476189;51.2259766 51.233547200000004 51.2380152 51.2423621 51.24722884642857
19;19;1;6.786630695476189 6.786630695476189;51.24722884642857 51.24722884642857
3;3;1;8.499841443064994 8.499841443064994;47.421013358780385 47.421013358780385
3;3;1;8.499841443064994 8.4998386 8.4990989 8.499841443064994;47.421013358780385 47.4215564 47.423057299999996 47.421013358780385
3;17;1;8.499841443064994 8.499305 8.499994300000001 8.5022121 8.499305 8.499994300000001 8.508396099999999 8.5022121 8.508396099999999 8.506262699999999 8.498892 8.500678500000001 8.5034011 8.5091757 8.5197112 8.5323319 8.5396726 8.546855099999998 8.545237191666667;47.421013358780385 47.42301079999999 47.4222403 47.42075 47.42301079999999 47.4222403 47.41983320000001 47.42075 47.41983320000001 47.4202087 47.4215236 47.421104 47.4202852 47.4178399 47.4142696 47.410606099999995 47.4090587 47.4102711 47.41062463333333
17;17;1;8.545237191666667 8.545237191666667;47.41062463333333 47.41062463333333
17;1;1;8.545237191666667 8.543116099999999 8.5415853 8.5313189 8.519907400000001 8.519183 8.507412548555335;47.41062463333333 47.4120885 47.41413920000001 47.4133893 47.4147013 47.414434299999996 47.40839137110055
1;3;1;8.507412548555335 8.5090621 8.5154353 8.5163419 8.499841443064994;47.40839137110055 47.4103848 47.412348 47.4149003 47.421013358780385
3;6;1;8.499841443064994 8.5005906 8.498517300000001 8.499044699999999 8.466827199999999 8.435772 8.447591099999999 8.4609474 8.4685117 8.4841261 8.4889781 8.4857729 8.462653699999999 8.4647898303125;47.421013358780385 47.421148200000005 47.42087120000001 47.4214108 47.4272842 47.4210656 47.408057 47.3978187 47.3898193 47.3834398 47.3914501 47.3917078 47.397338 47.3926001303125
3;5;1;8.499841443064994 8.501223800000002 8.4888749 8.45618101496828;47.421013358780385 47.4215318 47.4260258 47.39906608068079
5;6;1;8.45618101496828 8.4647898303125;47.39906608068079 47.3926001303125
6;5;1;8.4647898303125 8.45618101496828;47.3926001303125 47.39906608068079
5;1;1;8.45618101496828 8.456177199999999 8.462641900000001 8.4486386 8.4491745 8.4398427 8.5021694 8.506532199999999 8.5079624 8.507412548555335;47.39906608068079 47.3989777 47.400828600000004 47.402229600000005 47.4123848 47.4146141 47.420909 47.419259000000004 47.4208383 47.40839137110055
1;3;1;8.507412548555335 8.5063982 8.5061519 8.499841443064994;47.40839137110055 47.414677399999995 47.418156599999996 47.421013358780385
3;5;1;8.499841443064994 8.4915582 8.482994699999999 8.473604199999999 8.462186 8.45618101496828;47.421013358780385 47.411657500000004 47.4171626 47.4130603 47.400285 47.39906608068079
3;3;1;8.499841443064994 8.499352 8.5020212 8.503566099999999 8.506492300000001 8.5077646 8.499841443064994;47.421013358780385 47.42162929999999 47.4211809 47.422087100000006 47.421485600000004 47.4213596 47.421013358780385
3;3;1;8.499841443064994 8.507322 8.505854 8.5006337 8.4985146 8.499841443064994;47.421013358780385 47.4198651 47.4192467 47.4211771 47.4209206 47.421013358780385
3;3;1;8.499841443064994 8.5621242 8.562981 8.5622421 8.5691696 8.545855099999999 8.506453599999999 8.499841443064994;47.421013358780385 47.451014799999996 47.4521318 47.4506191 47.4471813 47.4276211 47.4191857 47.421013358780385
21;21;1;7.751164209848484 7.751164209848484;46.01906186666667 46.01906186666667
3;3;1;8.499841443064994 8.501149400000001 8.500388599999999 8.499841443064994;47.421013358780385 47.4211532 47.421086100000004 47.421013358780385
3;1;1;8.499841443064994 8.5039111 8.5063835 8.507412548555335;47.421013358780385 47.408757200000004 47.408695200000004 47.40839137110055
1;3;1;8.507412548555335 8.5065166 8.499841443064994;47.40839137110055 47.4086794 47.421013358780385
3;3;1;8.499841443064994 8.4985355 8.499841443064994;47.421013358780385 47.4209825 47.421013358780385
3;1;1;8.499841443064994 8.502052599999999 8.5068556 8.5050496 8.507412548555335;47.421013358780385 47.420828 47.416945 47.4089524 47.40839137110055
1;10;1;8.507412548555335 8.5048884 8.4990791 8.496100969999999;47.40839137110055 47.405390600000004 47.4020696 47.40243909
10;1;1;8.496100969999999 8.4988957 8.507412548555335;47.40243909 47.4021065 47.40839137110055
1;22;1;8.507412548555335 8.5052265 8.5145183 8.5326571 8.5383626 8.5419654 8.5440085 8.5465934 8.5492022 8.549183675;47.40839137110055 47.4054286 47.399038 47.3978313 47.3919899 47.3859214 47.3809501 47.3771037 47.375488700000005 47.37405830833333
22;6;1;8.549183675 8.5496382 8.5454109 8.5402058 8.5350921 8.529357699999998 8.528505599999999 8.5209796 8.5138284 8.5117332 8.503051300000001 8.4944957 8.4848161 8.483554 8.4735429 8.4647898303125;47.37405830833333 47.3707649 47.3675276 47.3671505 47.371903 47.3736129 47.3733769 47.370106899999996 47.370264399999996 47.3700396 47.373832 47.37470220000001 47.3754936 47.3834189 47.386678 47.3926001303125
6;3;1;8.4647898303125 8.4490558 8.499841443064994;47.3926001303125 47.4103972 47.421013358780385
3;1;1;8.499841443064994 8.4987078 8.495232000000001 8.4978513 8.5015276 8.503165300000001 8.505111900000001 8.507412548555335;47.421013358780385 47.4191508 47.4132208 47.411053100000004 47.4086982 47.4089297 47.40849 47.40839137110055
1;17;1;8.507412548555335 8.508745900000001 8.5181834 8.545237191666667;47.40839137110055 47.410577200000006 47.4135383 47.41062463333333
3;1;1;8.499841443064994 8.4976255 8.496675 8.497005499999998 8.5038662 8.507412548555335;47.421013358780385 47.4186611 47.4175999 47.4114007 47.408840600000005 47.40839137110055
1;14;1;8.507412548555335 8.508792 8.5349638 8.5395784 8.5489934 8.547313800000001 8.5439994 8.508993199999999 8.5027416 8.506156800000001 8.5159641 8.526972500000001 8.535567 8.54506082;47.40839137110055 47.410470000000004 47.4198189 47.4189924 47.4203272 47.4188775 47.4186185 47.4208536 47.4208955 47.4191399 47.414596200000005 47.413901700000004 47.4166293 47.41801848
14;3;1;8.54506082 8.5427939 8.5342078 8.519499699999999 8.499841443064994;47.41801848 47.4162155 47.4131432 47.415021200000005 47.421013358780385
3;3;1;8.499841443064994 8.5049974 8.499841443064994;47.421013358780385 47.420527299999996 47.421013358780385
3;11;1;8.499841443064994 8.501220300000002 8.4925094 8.4257345 8.4702974 8.4487981 8.434878688690477;47.421013358780385 47.420941 47.4266291 47.3636744 47.214570200000004 47.0934623 47.08599443785714
11;11;1;8.434878688690477 8.434878688690477;47.08599443785714 47.08599443785714
11;6;1;8.434878688690477 8.449843099999999 8.4511912 8.449655900000002 8.4254966 8.4207753 8.4225183 8.4647898303125;47.08599443785714 47.0976482 47.1025702 47.1316085 47.2912287 47.3708571 47.3960534 47.3926001303125
3;1;1;8.499841443064994 8.4971412 8.495587800000001 8.5068164 8.507412548555335;47.421013358780385 47.418341999999996 47.4167162 47.407398799999996 47.40839137110055
1;1;1;8.507412548555335 8.507147900000001 8.5068169 8.507412548555335;47.40839137110055 47.408413200000005 47.407377200000006 47.40839137110055
1;3;1;8.507412548555335 8.499841443064994;47.40839137110055 47.421013358780385
3;3;1;8.499841443064994 8.499841443064994;47.421013358780385 47.421013358780385
1;1;1;8.507412548555335 8.507412548555335;47.40839137110055 47.40839137110055
1;3;1;8.507412548555335 8.5087344 8.5057091 8.5069418 8.499841443064994;47.40839137110055 47.410475899999994 47.4193778 47.4204521 47.421013358780385
3;3;1;8.499841443064994 8.5056393 8.5031562 8.499841443064994;47.421013358780385 47.4204254 47.4205101 47.421013358780385
3;3;1;8.499841443064994 8.4963602 8.4978216 8.5016567 8.502728999999999 8.500720300000001 8.499841443064994;47.421013358780385 47.422622100000005 47.423824700000004 47.4230607 47.421987200000004 47.421171799999996 47.421013358780385
3;1;1;8.499841443064994 8.500933 8.507412548555335;47.421013358780385 47.408946500000006 47.40839137110055
1;1;1;8.507412548555335 8.507412548555335;47.40839137110055 47.40839137110055
1;1;1;8.507412548555335 8.507499000000001 8.507412548555335;47.40839137110055 47.4080143 47.40839137110055
1;1;1;8.507412548555335 8.507412548555335;47.40839137110055 47.40839137110055
5;7;1;8.45618101496828 8.454848199999999 8.453730499999999 8.450891699999998 8.447412743333334;47.39906608068079 47.3987575 47.3985643 47.3980072 47.398479249999994
7;22;1;8.447412743333334 8.490486099999998 8.5405888 8.542758000000001 8.545226 8.5468447 8.549183675;47.398479249999994 47.3908528 47.378454999999995 47.3784868 47.3789249 47.376344 47.37405830833333
22;22;1;8.549183675 8.549183675;47.37405830833333 47.37405830833333
22;7;1;8.549183675 8.548073800000001 8.5462369 8.544170900000001 8.5413653 8.5401984 8.538708 8.517261999999999 8.4472205 8.447412743333334;47.37405830833333 47.374607399999995 47.3767835 47.3765817 47.3773961 47.377916600000006 47.3790532 47.38534620000001 47.3992953 47.398479249999994
7;3;1;8.447412743333334 8.4513416 8.4550472 8.4445652 8.501745800000002 8.499841443064994;47.398479249999994 47.3981479 47.398530799999996 47.4158972 47.4212088 47.421013358780385
3;1;1;8.499841443064994 8.5031538 8.5027756 8.5051916 8.507412548555335;47.421013358780385 47.418991600000005 47.4162119 47.40979960000001 47.40839137110055
1;1;1;8.507412548555335 8.507412548555335;47.40839137110055 47.40839137110055
1;4;1;8.507412548555335 8.505669900000001 8.5319561 8.5373149 8.5421342 8.546461364285715;47.40839137110055 47.4042398 47.39800220000001 47.393642799999995 47.3858603 47.37660243333333
4;4;1;8.546461364285715 8.546461364285715;47.37660243333333 47.37660243333333
4;1;1;8.546461364285715 8.5305381 8.5058837 8.507412548555335;47.37660243333333 47.3978093 47.4043549 47.40839137110055
1;1;1;8.507412548555335 8.507167599999999 8.5074488 8.507097300000002 8.507412548555335;47.40839137110055 47.408023299999996 47.4079698 47.4079753 47.40839137110055
1;3;1;8.507412548555335 8.5080569 8.5072364 8.507221099999999 8.5053365 8.499841443064994;47.40839137110055 47.40894829999999 47.4111862 47.4159985 47.419450399999995 47.421013358780385
3;5;1;8.499841443064994 8.4976635 8.4390567 8.449165400000002 8.4546813 8.45618101496828;47.421013358780385 47.423525399999995 47.4148339 47.41243789999999 47.402044599999996 47.39906608068079
5;3;1;8.45618101496828 8.4559985 8.4559617 8.455913 8.459632899999999 8.4528161 8.448246000000001 8.441788699999998 8.4941325 8.500948199999998 8.499841443064994;47.39906608068079 47.3989963 47.3989606 47.398986799999996 47.398993100000006 47.402229 47.409192700000006 47.4162373 47.4256037 47.4215566 47.421013358780385
3;3;1;8.499841443064994 8.498498699999999 8.499841443064994;47.421013358780385 47.420928499999995 47.421013358780385
1;1;1;8.507412548555335 8.507667999999999 8.507412548555335;47.40839137110055 47.4089072 47.40839137110055
1;3;1;8.507412548555335 8.506348800000001 8.499841443064994;47.40839137110055 47.413216299999995 47.421013358780385
3;3;1;8.499841443064994 8.499841443064994;47.421013358780385 47.421013358780385
3;3;1;8.499841443064994 8.4985094 8.499841443064994;47.421013358780385 47.4209469 47.421013358780385
3;11;1;8.499841443064994 8.424101400000001 8.4495853 8.4363378 8.434878688690477;47.421013358780385 47.2854963 47.1339126 47.0857519 47.08599443785714
10;3;1;8.496100969999999 8.499056699999999 8.5035171 8.502415199999998 8.499841443064994;47.40243909 47.4006554 47.4043255 47.4208691 47.421013358780385
3;3;1;8.499841443064994 8.4964033 8.4980715 8.5011413 8.5019867 8.499841443064994;47.421013358780385 47.4226052 47.4238762 47.4231192 47.421074100000006 47.421013358780385
3;1;1;8.499841443064994 8.5037001 8.5064244 8.508535400000001 8.507774900000001 8.507412548555335;47.421013358780385 47.422121600000004 47.4194121 47.4113666 47.4071084 47.40839137110055
1;1;1;8.507412548555335 8.5077386 8.507412548555335;47.40839137110055 47.409149799999994 47.40839137110055
1;1;1;8.507412548555335 8.507412548555335;47.40839137110055 47.40839137110055
1;3;1;8.507412548555335 8.5068031 8.499095800000001 8.499841443064994;47.40839137110055 47.4081996 47.4193565 47.421013358780385
3;1;1;8.499841443064994 8.5028961 8.5067945 8.507412548555335;47.421013358780385 47.4086161 47.407905 47.40839137110055
1;1;1;8.507412548555335 8.507412548555335;47.40839137110055 47.40839137110055
1;1;1;8.507412548555335 8.507412548555335;47.40839137110055 47.40839137110055
1;1;1;8.507412548555335 8.507412548555335;47.40839137110055 47.40839137110055
1;1;1;8.507412548555335 8.507412548555335;47.40839137110055 47.40839137110055
1;14;1;8.507412548555335 8.518359 8.527609 8.5383286 8.54506082;47.40839137110055 47.413417700000004 47.4180415 47.4173447 47.41801848
14;1;1;8.54506082 8.5455276 8.546898800000001 8.54464 8.529303500000001 8.5193797 8.507620800000002 8.506806 8.507412548555335;47.41801848 47.416918599999995 47.4112821 47.4122024 47.41360529999999 47.414835100000005 47.4116673 47.407917700000006 47.40839137110055
1;1;1;8.507412548555335 8.507412548555335;47.40839137110055 47.40839137110055
1;1;1;8.507412548555335 8.507412548555335;47.40839137110055 47.40839137110055
1;3;1;8.507412548555335 8.508372300000001 8.503306 8.499841443064994;47.40839137110055 47.4080446 47.4091187 47.421013358780385
3;3;1;8.499841443064994 8.499841443064994;47.421013358780385 47.421013358780385
22;22;1;8.549183675 8.549183675;47.37405830833333 47.37405830833333
22;4;1;8.549183675 8.5474287 8.546461364285715;47.37405830833333 47.375394299999996 47.37660243333333
4;4;1;8.546461364285715 8.5461105 8.5448577 8.546461364285715;47.37660243333333 47.375226299999994 47.3749593 47.37660243333333
4;4;1;8.546461364285715 8.544184300000001 8.546461364285715;47.37660243333333 47.37662279999999 47.37660243333333
3;17;1;8.499841443064994 8.5042478 8.5064353 8.5449546 8.5449773 8.545237191666667;47.421013358780385 47.421913700000005 47.4214416 47.4123098 47.411528499999996 47.41062463333333
17;1;1;8.545237191666667 8.5563082 8.5584087 8.558834300000001 8.5562149 8.552421 8.5476726 8.545242800000002 8.543562300000001 8.5441821 8.5410487 8.53089 8.507412548555335;47.41062463333333 47.4110655 47.4106905 47.4129691 47.4131274 47.4131545 47.412876000000004 47.4126347 47.4123736 47.413696 47.4141811 47.4134425 47.40839137110055
1;1;1;8.507412548555335 8.5063334 8.507412548555335;47.40839137110055 47.408525 47.40839137110055
1;3;1;8.507412548555335 8.5089953 8.5063662 8.5062647 8.503847500000001 8.500501400000001 8.499841443064994;47.40839137110055 47.410218799999996 47.4189515 47.421432700000004 47.4220826 47.4210494 47.421013358780385
5;14;1;8.45618101496828 8.4562103 8.5471044 8.54506082;47.39906608068079 47.398973600000005 47.427964 47.41801848
14;1;1;8.54506082 8.5214331 8.507412548555335;47.41801848 47.414273 47.40839137110055
1;3;1;8.507412548555335 8.499841443064994;47.40839137110055 47.421013358780385
3;1;1;8.499841443064994 8.4985362 8.5009327 8.5034168 8.5033936 8.5045127 8.5054064 8.507412548555335;47.421013358780385 47.4209323 47.4199908 47.418627799999996 47.41720479999999 47.41086 47.4093239 47.40839137110055
1;3;1;8.507412548555335 8.5076834 8.5077379 8.5067999 8.5067388 8.506459399999999 8.506616900000001 8.5076866 8.499841443064994;47.40839137110055 47.409119 47.409144 47.4161345 47.4174032 47.4185593 47.419855299999995 47.4212222 47.421013358780385
3;3;1;8.499841443064994 8.499841443064994;47.421013358780385 47.421013358780385
3;1;1;8.499841443064994 8.4996788 8.507412548555335;47.421013358780385 47.409497200000004 47.40839137110055
1;1;1;8.507412548555335 8.5058561 8.523762199999998 8.5358377 8.5415503 8.5441493 8.5468242 8.5486416 8.549655699999999 8.5483523 8.5481342 8.548883 8.5392118 8.536556800000001 8.5201487 8.5070914 8.507412548555335;47.40839137110055 47.4042183 47.398790999999996 47.39520770000001 47.3863179 47.3801686 47.3771269 47.3807465 47.380849299999994 47.3794573 47.3774646 47.3756805 47.39098 47.394798 47.399758399999996 47.4079216 47.40839137110055
1;1;1;8.507412548555335 8.5069893 8.507412548555335;47.40839137110055 47.408047499999995 47.40839137110055
3;14;1;8.499841443064994 8.505714 8.5067464 8.5150537 8.5279389 8.5383772 8.54506082;47.421013358780385 47.4193363 47.419036299999995 47.4150781 47.418158399999996 47.4188278 47.41801848
14;22;1;8.54506082 8.5454442 8.538784300000001 8.534340499999999 8.536538900000002 8.541639300000002 8.548703199999999 8.548526800000001 8.5489146 8.549183675;47.41801848 47.41526270000001 47.4082414 47.4012342 47.3973704 47.392438500000004 47.3767874 47.3767029 47.3756339 47.37405830833333
22;4;1;8.549183675 8.5473408 8.546461364285715;47.37405830833333 47.3752165 47.37660243333333
4;3;1;8.546461364285715 8.5442591 8.5399785 8.533490800000001 8.5182379 8.501101400000001 8.499841443064994;47.37660243333333 47.380075299999994 47.390226500000004 47.3979111 47.4142999 47.421249100000004 47.421013358780385
3;15;1;8.499841443064994 8.5014011 8.5021133 8.506853300000001 8.516589 8.522686300000002 8.530855099999998 8.5333591 8.5336424 8.534942800000001 8.538362300000001 8.537378544736843;47.421013358780385 47.42103579999999 47.4210214 47.418864 47.414554700000004 47.4127771 47.4074533 47.3993968 47.3981482 47.3960397 47.391429200000005 47.37735474736843
15;15;1;8.537378544736843 8.537378544736843;47.37735474736843 47.37735474736843
